id,price,brand,model,year,title_status,mileage,color
1000,33000,dodge,durango,2019,clean vehicle,15655,white
1001,22700,dodge,challenger,2019,clean vehicle,26428,black
1002,21900,dodge,charger,2019,clean vehicle,29003,white
1003,19300,dodge,charger,2019,clean vehicle,32229,red
1004,30700,dodge,durango,2019,clean vehicle,26503,black
1005,19300,dodge,challenger,2019,clean vehicle,15446,black
1006,13750,dodge,caravan,2014,clean vehicle,128556,white
1007,16400,dodge,caravan,2019,clean vehicle,23369,silver
1008,19500,dodge,caravan,2019,clean vehicle,8767,black
1009,15100,dodge,caravan,2019,clean vehicle,48319,white
1010,28500,dodge,durango,2019,clean vehicle,15275,black
1011,15300,dodge,caravan,2019,clean vehicle,33826,white
1012,20300,dodge,challenger,2019,clean vehicle,16679,white
1013,22000,dodge,charger,2019,clean vehicle,26184,gray
1014,16700,dodge,journey,2019,clean vehicle,21203,gray
1015,19300,dodge,challenger,2019,clean vehicle,17870,black
1016,34100,dodge,durango,2019,clean vehicle,17909,gray
1017,14600,dodge,caravan,2019,clean vehicle,41126,silver
1018,18200,dodge,caravan,2019,clean vehicle,14098,red
1019,33800,dodge,durango,2019,clean vehicle,15003,black
1020,15900,dodge,journey,2019,clean vehicle,29105,black
1021,16500,dodge,caravan,2019,clean vehicle,34794,black
1022,29600,dodge,durango,2019,clean vehicle,20034,silver
1023,14100,dodge,caravan,2019,clean vehicle,46942,black
1024,18200,dodge,caravan,2019,clean vehicle,14753,white
1025,18200,dodge,caravan,2019,clean vehicle,14359,black
1026,24300,dodge,charger,2019,clean vehicle,34922,black
1027,15400,dodge,journey,2019,clean vehicle,20944,white
1028,19000,dodge,journey,2019,clean vehicle,9877,white
1029,19000,dodge,journey,2019,clean vehicle,8949,black
1030,27800,dodge,challenger,2017,clean vehicle,13627,gray
1031,18200,dodge,journey,2019,clean vehicle,18291,blue
1032,15000,dodge,journey,2018,clean vehicle,38029,white
1033,19200,dodge,caravan,2017,clean vehicle,32593,gray
1034,15500,dodge,caravan,2018,clean vehicle,37352,red
1035,24900,dodge,challenger,2017,clean vehicle,23030,green
1036,15500,dodge,journey,2018,clean vehicle,30671,red
1037,7600,dodge,door,2012,salvage insurance,79544,white
1038,18400,dodge,journey,2017,clean vehicle,15027,black
1039,14700,dodge,caravan,2018,clean vehicle,29115,white
1040,3900,dodge,door,2015,clean vehicle,93604,white
1041,5200,dodge,door,2015,clean vehicle,100203,black
1042,17200,dodge,caravan,2019,clean vehicle,35401,silver
1043,18700,dodge,caravan,2019,clean vehicle,20279,red
1044,32000,dodge,durango,2019,clean vehicle,26090,red
1045,14500,dodge,door,2015,clean vehicle,107924,white
1046,19400,dodge,caravan,2019,clean vehicle,14906,black
1047,17300,dodge,caravan,2019,clean vehicle,34407,black
1048,16700,dodge,journey,2019,clean vehicle,18049,orange
1049,19100,dodge,caravan,2019,clean vehicle,18132,white
1050,11100,dodge,door,2013,clean vehicle,109176,black
1051,32000,dodge,durango,2019,clean vehicle,25456,black
1052,16900,dodge,caravan,2019,clean vehicle,38375,silver
1053,18000,dodge,charger,2017,clean vehicle,39792,blue
1054,17800,dodge,caravan,2019,clean vehicle,30403,white
1055,18000,dodge,caravan,2019,clean vehicle,28252,white
1056,17500,dodge,caravan,2019,clean vehicle,31904,white
1057,14500,dodge,caravan,2018,clean vehicle,24336,silver
1058,18500,dodge,caravan,2019,clean vehicle,23961,silver
1059,18600,dodge,caravan,2019,clean vehicle,22919,silver
1060,32000,dodge,durango,2019,clean vehicle,22863,red
1061,17000,dodge,caravan,2019,clean vehicle,38817,black
1062,16000,dodge,caravan,2019,clean vehicle,48854,white
1063,18000,dodge,caravan,2019,clean vehicle,27288,white
1064,15900,dodge,charger,2020,clean vehicle,5284,orange
1065,6200,dodge,door,2016,clean vehicle,99988,silver
1066,3700,dodge,door,2013,clean vehicle,84109,black
1067,24000,dodge,door,2012,clean vehicle,88539,white
1068,20800,dodge,van,2013,clean vehicle,33739,gold
1069,18500,dodge,door,2012,clean vehicle,101017,white
1070,18300,dodge,challenger,2019,clean vehicle,13906,black
1071,21000,dodge,charger,2019,clean vehicle,20601,gray
1072,1300,dodge,van,2013,salvage insurance,135561,white
1073,11900,dodge,charger,2019,clean vehicle,23421,gray
1074,950,dodge,van,2012,salvage insurance,145174,white
1075,26800,dodge,durango,2019,clean vehicle,21309,gray
1076,800,dodge,van,2012,salvage insurance,217576,orange
1077,21000,dodge,caravan,2019,clean vehicle,10350,white
1078,1900,dodge,door,2012,salvage insurance,157636,orange
1079,33500,dodge,durango,2019,clean vehicle,8605,white
1080,900,dodge,door,2013,salvage insurance,139404,blue
1081,21000,dodge,caravan,2019,clean vehicle,10170,gray
1082,26800,dodge,durango,2019,clean vehicle,22272,silver
1083,5700,dodge,van,2016,clean vehicle,101906,blue
1084,18500,dodge,challenger,2019,clean vehicle,27019,green
1085,33000,dodge,durango,2019,clean vehicle,10930,white
1086,11000,dodge,caravan,2019,clean vehicle,73552,silver
1087,15800,dodge,caravan,2019,clean vehicle,37107,blue
1088,3600,dodge,door,2013,salvage insurance,124247,white
1089,16300,dodge,caravan,2019,clean vehicle,36993,white
1090,2700,dodge,door,2015,clean vehicle,67133,white
1091,12800,dodge,caravan,2019,clean vehicle,33580,no_color
1092,9700,dodge,door,2015,clean vehicle,94140,black
1093,18300,dodge,journey,2019,clean vehicle,10447,silver
1094,16000,dodge,charger,2019,clean vehicle,10229,silver
1095,21000,dodge,caravan,2019,clean vehicle,6269,gray
1096,3700,dodge,door,2014,clean vehicle,98699,white
1097,33000,dodge,durango,2019,clean vehicle,10631,gray
1098,14700,dodge,caravan,2019,clean vehicle,44381,silver
1099,33000,dodge,durango,2019,clean vehicle,13960,silver
1100,15900,dodge,caravan,2019,clean vehicle,14051,white
1101,33000,dodge,durango,2019,clean vehicle,20800,gray
1102,33000,dodge,durango,2019,clean vehicle,8873,gray
1103,32500,dodge,durango,2019,clean vehicle,15502,black
1104,33000,dodge,durango,2019,clean vehicle,9669,silver
1105,13000,dodge,caravan,2018,clean vehicle,50873,black
1106,33000,dodge,durango,2019,clean vehicle,14117,white
1107,16500,dodge,charger,2019,clean vehicle,46820,red
1108,33000,dodge,durango,2019,clean vehicle,7247,gray
1109,34500,dodge,challenger,2017,clean vehicle,40991,red
1110,33500,dodge,durango,2019,clean vehicle,9023,white
1111,48000,dodge,durango,2018,clean vehicle,8047,white
1112,54500,dodge,durango,2019,clean vehicle,3966,red
1113,13200,dodge,caravan,2018,clean vehicle,41014,silver
1114,31500,dodge,durango,2018,clean vehicle,20907,white
1115,17400,dodge,durango,2017,clean vehicle,89795,red
1116,26000,dodge,durango,2017,clean vehicle,57158,white
1117,1700,dodge,door,2013,salvage insurance,126718,orange
1118,11000,dodge,door,2013,clean vehicle,83976,white
1119,21000,dodge,charger,2018,clean vehicle,12554,gray
1120,5500,dodge,door,2015,clean vehicle,60707,gray
1121,7500,dodge,door,2014,clean vehicle,40110,red
1122,15800,dodge,caravan,2019,clean vehicle,28038,silver
1123,16900,dodge,journey,2019,clean vehicle,26643,red
1124,25000,dodge,durango,2019,clean vehicle,36127,white
1125,18000,dodge,door,2019,salvage insurance,19983,black
1126,15600,dodge,caravan,2019,clean vehicle,29926,black
1127,23800,dodge,durango,2019,clean vehicle,36750,white
1128,16800,dodge,journey,2019,clean vehicle,27312,black
1129,22700,dodge,durango,2019,clean vehicle,49575,white
1130,23300,dodge,challenger,2019,clean vehicle,30279,red
1131,23500,dodge,challenger,2019,clean vehicle,25825,white
1132,25500,dodge,durango,2019,clean vehicle,32474,silver
1133,21800,dodge,challenger,2019,clean vehicle,30585,white
1134,22800,dodge,durango,2019,clean vehicle,36203,gray
1135,18200,dodge,caravan,2019,clean vehicle,29602,red
1136,23500,dodge,challenger,2019,clean vehicle,28689,red
1137,25700,dodge,durango,2019,clean vehicle,31447,charcoal
1138,15700,dodge,caravan,2019,clean vehicle,39148,white
1139,17500,dodge,journey,2018,clean vehicle,33495,silver
1140,15700,dodge,caravan,2019,clean vehicle,35274,white
1141,16500,dodge,caravan,2018,clean vehicle,48745,white
1142,16100,dodge,caravan,2019,clean vehicle,31297,red
1143,15600,dodge,caravan,2019,clean vehicle,38745,charcoal
1144,15400,dodge,caravan,2019,clean vehicle,37704,gray
1145,28200,dodge,durango,2017,clean vehicle,27060,white
1146,15300,dodge,caravan,2019,clean vehicle,40002,no_color
1147,15900,dodge,caravan,2019,clean vehicle,34930,red
1148,17700,dodge,door,2016,clean vehicle,22863,gray
1149,15800,dodge,caravan,2019,clean vehicle,36876,white
1150,15900,dodge,caravan,2019,clean vehicle,34264,charcoal
1151,25300,dodge,charger,2019,clean vehicle,17515,red
1152,16300,dodge,caravan,2019,clean vehicle,27071,silver
1153,29500,dodge,durango,2019,clean vehicle,14656,gray
1154,14500,dodge,caravan,2019,clean vehicle,35652,gray
1155,15400,dodge,caravan,2019,clean vehicle,30055,no_color
1156,15400,dodge,caravan,2019,clean vehicle,43088,charcoal
1157,15100,dodge,caravan,2019,clean vehicle,33641,purple
1158,15000,dodge,caravan,2019,clean vehicle,34797,black
1159,15500,dodge,caravan,2019,clean vehicle,43943,gray
1160,15000,dodge,caravan,2019,clean vehicle,35744,no_color
1161,15200,dodge,caravan,2019,clean vehicle,31542,no_color
1162,15700,dodge,caravan,2019,clean vehicle,26899,white
1163,16100,dodge,journey,2019,clean vehicle,29985,silver
1164,16300,dodge,journey,2018,clean vehicle,37009,silver
1165,16000,dodge,journey,2019,clean vehicle,30731,white
1166,16900,dodge,journey,2019,clean vehicle,30062,silver
1167,17000,dodge,journey,2019,clean vehicle,28295,charcoal
1168,17300,dodge,journey,2019,clean vehicle,25534,silver
1169,15900,dodge,journey,2019,clean vehicle,29716,gray
1170,15700,dodge,journey,2019,clean vehicle,34294,silver
1171,16900,dodge,journey,2019,clean vehicle,27643,white
1172,15500,dodge,journey,2019,clean vehicle,35516,white
1173,15100,dodge,journey,2019,clean vehicle,40674,silver
1174,15500,dodge,journey,2019,clean vehicle,32494,white
1175,15400,dodge,journey,2019,clean vehicle,35047,red
1176,16500,dodge,journey,2019,clean vehicle,32898,silver
1177,42500,dodge,challenger,2015,clean vehicle,13740,black
1178,16600,dodge,journey,2019,clean vehicle,23132,charcoal
1179,15200,dodge,journey,2019,clean vehicle,37174,silver
1180,15800,dodge,journey,2019,clean vehicle,34023,charcoal
1181,16900,dodge,journey,2019,clean vehicle,30021,charcoal
1182,11100,dodge,caravan,2017,clean vehicle,51469,gray
1183,15600,dodge,journey,2019,clean vehicle,31237,charcoal
1184,16900,dodge,journey,2019,clean vehicle,30186,silver
1185,15300,dodge,journey,2019,clean vehicle,41956,silver
1186,16600,dodge,journey,2019,clean vehicle,30727,black
1187,21800,dodge,durango,2017,clean vehicle,38956,black
1188,36500,dodge,charger,2018,clean vehicle,22036,white
1189,26300,dodge,durango,2019,clean vehicle,26462,red
1190,20900,dodge,challenger,2019,clean vehicle,23143,red
1191,20100,dodge,challenger,2019,clean vehicle,17340,gray
1192,26700,dodge,charger,2019,clean vehicle,29749,gray
1193,23900,dodge,charger,2019,clean vehicle,35248,white
1194,14500,dodge,caravan,2018,clean vehicle,40417,no_color
1195,23000,dodge,durango,2017,clean vehicle,30309,gray
1196,15000,dodge,journey,2018,clean vehicle,42303,red
1197,15000,dodge,journey,2018,clean vehicle,35326,white
1198,28500,ford,door,2017,clean vehicle,92100,white
1199,28000,ford,door,2017,clean vehicle,99375,white
1200,9000,ford,door,2017,clean vehicle,72418,gray
1201,28700,ford,doors,2015,clean vehicle,29733,ruby red metallic tinted clearcoat
1202,25000,ford,door,2017,clean vehicle,119439,white
1203,17347,ford,doors,2015,clean vehicle,54396,black
1204,13800,ford,door,2016,clean vehicle,91606,white
1205,25888,ford,doors,2015,clean vehicle,2807,black
1206,8500,ford,fusion,2017,clean vehicle,78739,black
1207,21289,ford,doors,2015,clean vehicle,71955,gray
1208,17999,ford,doors,2015,clean vehicle,48472,triple yellow tri-coat
1209,2700,ford,door,2012,clean vehicle,98470,blue
1210,30977,ford,doors,2015,clean vehicle,28937,competition orange
1211,13799,ford,doors,2015,clean vehicle,83693,red
1212,20500,ford,srw,2014,clean vehicle,90888,white
1213,8500,ford,drw,2012,clean vehicle,216942,white
1214,9900,ford,door,2015,clean vehicle,205796,white
1215,65500,ford,srw,2019,clean vehicle,6500,black
1216,24500,ford,wagon,2018,clean vehicle,39943,white
1217,32500,ford,explorer,2020,clean vehicle,5920,silver
1218,9200,ford,fusion,2018,clean vehicle,71478,blue
1219,17700,ford,door,2017,clean vehicle,119520,silver
1220,18300,ford,fusion,2020,clean vehicle,10882,white
1221,43500,ford,srw,2019,clean vehicle,29010,gray
1222,15200,ford,door,2016,clean vehicle,69003,white
1223,36200,ford,srw,2019,clean vehicle,16207,no_color
1224,21900,ford,mustang,2018,clean vehicle,29748,red
1225,20700,ford,wagon,2019,clean vehicle,25582,white
1226,12300,ford,fusion,2019,clean vehicle,24520,gray
1227,4200,ford,door,2016,clean vehicle,104383,blue
1228,19500,ford,transit,2019,clean vehicle,34164,white
1229,14300,ford,fusion,2020,clean vehicle,6975,silver
1230,13700,ford,van,2016,clean vehicle,67150,white
1231,13200,ford,door,2015,clean vehicle,100820,white
1232,6200,ford,door,2014,clean vehicle,142286,white
1233,6500,ford,door,2015,clean vehicle,60015,black
1234,1500,ford,door,2013,clean vehicle,126381,gray
1235,2200,ford,door,2013,clean vehicle,128753,black
1236,4200,ford,door,2013,clean vehicle,0,no_color
1237,8700,ford,van,2013,clean vehicle,64598,white
1238,3200,ford,door,2012,clean vehicle,111532,black
1239,9000,ford,door,2012,clean vehicle,149346,black
1240,20000,ford,edge,2018,clean vehicle,43567,silver
1241,33000,ford,door,2017,clean vehicle,36004,white
1242,23300,ford,f-150,2019,clean vehicle,10935,white
1243,8750,ford,van,2017,clean vehicle,150484,white
1244,11975,ford,door,2012,clean vehicle,122014,white
1245,23600,ford,transit,2019,clean vehicle,19363,white
1246,12000,ford,explorer,2016,clean vehicle,42902,black
1247,30900,ford,f-150,2018,clean vehicle,401,red
1248,23900,ford,transit,2019,clean vehicle,11077,white
1249,40400,ford,f-150,2018,clean vehicle,34100,black
1250,38000,ford,srw,2019,clean vehicle,30018,white
1251,27000,ford,flex,2019,clean vehicle,18279,white
1252,24000,ford,transit,2019,clean vehicle,7373,white
1253,30000,ford,ranger,2019,clean vehicle,2590,gray
1254,16200,ford,fusion,2019,clean vehicle,41662,white
1255,30000,ford,flex,2019,clean vehicle,15019,gray
1256,23900,ford,transit,2019,clean vehicle,9420,white
1257,13800,ford,taurus,2018,clean vehicle,41864,white
1258,23700,ford,transit,2019,clean vehicle,16829,white
1259,24300,ford,f-150,2018,clean vehicle,6290,gray
1260,54900,ford,srw,2019,clean vehicle,14393,black
1261,22500,ford,taurus,2018,clean vehicle,14599,white
1262,39000,ford,f-150,2018,clean vehicle,25839,gray
1263,13900,ford,escape,2018,clean vehicle,60715,gray
1264,24700,ford,explorer,2018,clean vehicle,23350,red
1265,20100,ford,transit,2018,clean vehicle,62386,white
1266,22000,ford,mustang,2018,clean vehicle,6248,red
1267,38200,ford,mustang,2019,clean vehicle,878,green
1268,24400,ford,transit,2018,clean vehicle,49710,white
1269,35000,ford,mustang,2018,clean vehicle,2042,blue
1270,18600,ford,flex,2019,clean vehicle,7742,white
1271,22700,ford,transit,2018,clean vehicle,39733,white
1272,38000,ford,f-150,2018,clean vehicle,33701,black
1273,17000,ford,door,2014,clean vehicle,67542,red
1274,17500,ford,escape,2017,clean vehicle,35095,gray
1275,23200,ford,f-150,2019,clean vehicle,8652,white
1276,30700,ford,explorer,2017,clean vehicle,51107,red
1277,23500,ford,transit,2019,clean vehicle,14987,white
1278,26400,ford,edge,2017,clean vehicle,28252,blue
1279,23500,ford,transit,2019,clean vehicle,16009,white
1280,38000,ford,door,2017,clean vehicle,47866,white
1281,23600,ford,transit,2019,clean vehicle,11004,white
1282,19300,ford,edge,2017,clean vehicle,42895,gray
1283,23200,ford,f-150,2019,clean vehicle,9490,white
1284,13800,ford,door,2017,clean vehicle,39027,no_color
1285,23600,ford,transit,2019,clean vehicle,13466,white
1286,23200,ford,f-150,2019,clean vehicle,8737,white
1287,40000,ford,door,2017,clean vehicle,23960,red
1288,23400,ford,f-150,2019,clean vehicle,5562,white
1289,23600,ford,transit,2019,clean vehicle,13763,white
1290,23000,ford,f-150,2019,clean vehicle,10444,white
1291,25500,ford,door,2017,clean vehicle,41696,black
1292,23500,ford,transit,2019,clean vehicle,15787,white
1293,29900,ford,door,2017,clean vehicle,9167,white
1294,23200,ford,transit,2019,clean vehicle,17541,white
1295,50500,ford,f-150,2017,clean vehicle,24686,silver
1296,23400,ford,transit,2019,clean vehicle,15210,white
1297,24500,ford,transit,2017,clean vehicle,54601,white
1298,49000,ford,mustang,2017,clean vehicle,2205,black
1299,25400,ford,transit,2017,clean vehicle,35691,white
1300,23000,ford,flex,2017,clean vehicle,32788,silver
1301,6000,ford,door,2012,clean vehicle,180471,gray
1302,22400,ford,edge,2016,clean vehicle,42925,black
1303,22500,ford,edge,2016,clean vehicle,37385,black
1304,25200,ford,edge,2019,clean vehicle,15415,gray
1305,36000,ford,door,2016,clean vehicle,20047,white
1306,26700,ford,edge,2019,clean vehicle,16884,black
1307,30500,ford,door,2016,clean vehicle,57936,gray
1308,26700,ford,edge,2019,clean vehicle,15244,black
1309,25000,ford,edge,2019,clean vehicle,19842,gray
1310,35200,ford,door,2016,clean vehicle,38830,white
1311,30300,ford,f-150,2019,clean vehicle,31899,white
1312,25000,ford,door,2016,clean vehicle,69305,no_color
1313,26500,ford,door,2016,clean vehicle,46098,red
1314,21600,ford,mustang,2019,clean vehicle,29457,gray
1315,18800,ford,edge,2016,clean vehicle,30765,no_color
1316,21500,ford,mustang,2019,clean vehicle,29096,red
1317,9000,ford,door,2016,clean vehicle,40437,no_color
1318,16700,ford,cutaway,2015,clean vehicle,69004,white
1319,16800,ford,cutaway,2015,clean vehicle,65179,white
1320,15700,ford,cutaway,2015,clean vehicle,75862,white
1321,16800,ford,cutaway,2015,clean vehicle,68319,white
1322,19500,ford,door,2015,clean vehicle,80354,gray
1323,20500,ford,door,2015,clean vehicle,51441,black
1324,17400,ford,cutaway,2015,clean vehicle,70954,white
1325,17500,ford,door,2014,clean vehicle,92500,red
1326,26000,ford,door,2014,clean vehicle,66367,silver
1327,56700,ford,f-150,2019,clean vehicle,13884,white
1328,5000,ford,door,2013,clean vehicle,202565,no_color
1329,40200,ford,f-150,2019,clean vehicle,26484,no_color
1330,54000,ford,door,2013,clean vehicle,703,red
1331,65200,ford,max,2019,clean vehicle,18138,white
1332,32500,ford,srw,2017,clean vehicle,28007,white
1333,25500,ford,transit,2019,clean vehicle,11251,white
1334,63000,ford,srw,2019,clean vehicle,11640,no_color
1335,44000,ford,srw,2019,clean vehicle,10763,white
1336,70000,ford,drw,2019,clean vehicle,9643,no_color
1337,56200,ford,srw,2019,clean vehicle,33930,gray
1338,35000,ford,srw,2019,clean vehicle,26451,white
1339,57700,ford,srw,2019,clean vehicle,21101,red
1340,74000,ford,drw,2019,clean vehicle,10536,no_color
1341,60200,ford,srw,2019,clean vehicle,31744,white
1342,60000,ford,srw,2018,clean vehicle,18062,black
1343,63000,ford,srw,2018,clean vehicle,17942,black
1344,22500,ford,door,2014,clean vehicle,43646,black
1345,8300,ford,energi,2014,clean vehicle,71989,gray
1346,8300,ford,door,2012,clean vehicle,138328,white
1347,21000,ford,door,2013,clean vehicle,95386,brown
1348,19300,ford,fusion,2019,clean vehicle,23740,black
1349,16400,ford,fusion,2019,clean vehicle,36064,gray
1350,27300,ford,f-150,2019,clean vehicle,18805,gray
1351,26400,ford,cab,2012,clean vehicle,151035,white
1352,35100,ford,mustang,2019,clean vehicle,10099,red
1353,41500,ford,f-150,2018,clean vehicle,9800,black
1354,34100,ford,mustang,2019,clean vehicle,10483,white
1355,28600,ford,f-150,2019,clean vehicle,17544,no_color
1356,34100,ford,mustang,2019,clean vehicle,10167,red
1357,28700,ford,ranger,2019,clean vehicle,11457,gray
1358,24700,ford,edge,2019,clean vehicle,26590,no_color
1359,46500,ford,expedition,2019,clean vehicle,35346,black
1360,29000,ford,f-150,2019,clean vehicle,12953,black
1361,25500,ford,edge,2019,clean vehicle,26693,silver
1362,39500,ford,f-150,2019,clean vehicle,25071,yellow
1363,33100,ford,f-150,2019,clean vehicle,33538,yellow
1364,30500,ford,f-150,2019,clean vehicle,9915,gray
1365,3600,ford,fiesta,2018,clean vehicle,1,silver
1366,16800,ford,fusion,2019,clean vehicle,9910,red
1367,24000,ford,f-150,2019,clean vehicle,16765,gray
1368,58500,ford,expedition,2019,clean vehicle,4970,gray
1369,55000,ford,door,2017,clean vehicle,43964,black
1370,28800,ford,f-150,2019,clean vehicle,40785,silver
1371,26800,ford,door,2015,clean vehicle,108998,white
1372,36000,ford,max,2018,clean vehicle,58576,gray
1373,20000,ford,wagon,2018,clean vehicle,55475,white
1374,46700,ford,drw,2019,clean vehicle,35929,black
1375,42800,ford,srw,2019,clean vehicle,21669,silver
1376,21800,ford,mustang,2018,clean vehicle,16079,no_color
1377,18800,ford,mustang,2018,clean vehicle,41147,white
1378,18800,ford,flex,2018,clean vehicle,45798,black
1379,30200,ford,f-150,2018,clean vehicle,21703,red
1380,27500,ford,explorer,2018,clean vehicle,22284,black
1381,37500,ford,transit,2018,clean vehicle,24567,white
1382,19100,ford,mustang,2018,clean vehicle,30594,silver
1383,17100,ford,flex,2018,clean vehicle,52747,white
1384,13500,ford,escape,2018,clean vehicle,21592,silver
1385,54500,ford,srw,2018,clean vehicle,19853,blue
1386,9000,ford,fiesta,2018,clean vehicle,25201,gray
1387,16400,ford,f-150,2020,clean vehicle,10351,black
1388,17000,ford,fusion,2020,clean vehicle,1117,gray
1389,24800,ford,door,2017,clean vehicle,37279,gold
1390,26800,ford,door,2017,clean vehicle,30113,red
1391,19400,ford,door,2017,clean vehicle,27570,white
1392,20000,ford,flex,2017,clean vehicle,45188,silver
1393,7000,ford,door,2012,clean vehicle,149712,silver
1394,25100,ford,explorer,2017,clean vehicle,25030,gold
1395,2000,ford,door,2013,salvage insurance,105743,gray
1396,18200,ford,fusion,2020,clean vehicle,9861,black
1397,14200,ford,fusion,2018,clean vehicle,1751,red
1398,56500,ford,door,2017,clean vehicle,30629,red
1399,2000,ford,door,2016,salvage insurance,52883,gray
1400,26500,ford,van,2020,clean vehicle,122,white
1401,34300,ford,srw,2019,clean vehicle,28534,white
1402,43500,ford,f-150,2017,clean vehicle,80699,black
1403,3500,ford,door,2016,salvage insurance,72851,white
1404,37200,ford,srw,2019,clean vehicle,24078,white
1405,12800,ford,door,2017,clean vehicle,38639,orange
1406,15000,ford,door,2013,salvage insurance,146807,silver
1407,12500,ford,door,2017,clean vehicle,31871,silver
1408,21500,ford,f-150,2017,clean vehicle,76876,gray
1409,17300,ford,fusion,2019,clean vehicle,28070,white
1410,27000,ford,explorer,2017,clean vehicle,3189,silver
1411,31800,ford,el,2017,clean vehicle,28359,white
1412,13000,ford,door,2017,clean vehicle,42890,gray
1413,31800,ford,el,2017,clean vehicle,29328,silver
1414,46300,ford,door,2016,clean vehicle,47531,black
1415,6000,ford,door,2015,clean vehicle,57345,gray
1416,22800,ford,door,2016,clean vehicle,67546,silver
1417,45000,ford,expedition,2019,clean vehicle,18153,white
1418,49500,ford,expedition,2019,clean vehicle,17689,black
1419,3000,ford,van,2012,clean vehicle,137171,white
1420,20000,ford,door,2015,clean vehicle,63445,gray
1421,25300,ford,edge,2019,clean vehicle,26422,black
1422,4000,ford,door,2015,salvage insurance,149319,white
1423,45500,ford,expedition,2019,clean vehicle,18767,gray
1424,9100,ford,fiesta,2018,clean vehicle,38289,silver
1425,48000,ford,expedition,2019,clean vehicle,22960,black
1426,47000,ford,max,2019,clean vehicle,17263,blue
1427,49500,ford,expedition,2019,clean vehicle,16981,black
1428,31200,ford,wagon,2019,clean vehicle,13058,black
1429,18500,ford,door,2014,clean vehicle,45887,white
1430,15500,ford,escape,2019,clean vehicle,21740,silver
1431,30500,ford,wagon,2019,clean vehicle,17707,black
1432,45500,ford,max,2019,clean vehicle,19121,silver
1433,31500,ford,wagon,2019,clean vehicle,18856,black
1434,11000,ford,door,2013,clean vehicle,84752,white
1435,46500,ford,max,2019,clean vehicle,19555,white
1436,31500,ford,wagon,2019,clean vehicle,16340,black
1437,32000,ford,f-150,2018,clean vehicle,17242,white
1438,23900,ford,edge,2019,clean vehicle,28733,black
1439,31500,ford,wagon,2019,clean vehicle,16019,black
1440,18500,ford,taurus,2016,clean vehicle,75580,black
1441,1500,ford,door,2013,salvage insurance,113444,white
1442,46000,ford,max,2019,clean vehicle,19227,white
1443,31500,ford,wagon,2019,clean vehicle,13633,black
1444,14700,ford,van,2015,clean vehicle,37739,white
1445,2700,ford,door,2013,salvage insurance,103541,green
1446,47500,ford,expedition,2019,clean vehicle,24072,blue
1447,31500,ford,wagon,2019,clean vehicle,17657,black
1448,8900,ford,door,2014,clean vehicle,77392,red
1449,7000,ford,door,2019,salvage insurance,11930,white
1450,49000,ford,expedition,2019,clean vehicle,19731,red
1451,31500,ford,wagon,2019,clean vehicle,15581,black
1452,8900,ford,door,2014,clean vehicle,70181,black
1453,48000,ford,max,2019,clean vehicle,16143,black
1454,50000,ford,max,2019,clean vehicle,17995,black
1455,47300,ford,max,2019,clean vehicle,23926,black
1456,45000,ford,f-150,2017,clean vehicle,57929,black
1457,49000,ford,max,2019,clean vehicle,20758,silver
1458,40200,ford,f-150,2019,clean vehicle,10028,gray
1459,48000,ford,max,2019,clean vehicle,21051,black
1460,5000,ford,door,2015,clean vehicle,136307,silver
1461,8200,ford,bus,2013,clean vehicle,105880,silver
1462,49000,ford,max,2019,clean vehicle,19985,white
1463,4000,ford,door,2015,clean vehicle,102590,gray
1464,39000,ford,expedition,2019,clean vehicle,27612,silver
1465,29000,ford,door,2015,clean vehicle,90855,white
1466,46500,ford,max,2019,clean vehicle,19936,silver
1467,7805,ford,door,2015,clean vehicle,64495,gray
1468,22000,ford,mustang,2018,clean vehicle,39477,gray
1469,18800,ford,max,2019,clean vehicle,25698,black
1470,33000,ford,door,2015,clean vehicle,73849,blue
1471,39500,ford,expedition,2019,clean vehicle,25422,black
1472,16900,ford,door,2015,clean vehicle,47866,black
1473,42500,ford,max,2019,clean vehicle,31236,white
1474,39500,ford,expedition,2019,clean vehicle,26755,gray
1475,25500,ford,f-150,2018,clean vehicle,49177,blue
1476,49500,ford,max,2019,clean vehicle,20749,white
1477,25000,ford,f-150,2018,clean vehicle,15003,white
1478,40000,ford,f-150,2019,clean vehicle,12247,black
1479,26000,ford,f-150,2018,clean vehicle,1,black
1480,29500,ford,f-150,2019,clean vehicle,10808,silver
1481,23000,ford,f-150,2019,clean vehicle,11263,white
1482,25500,ford,f-150,2018,clean vehicle,42307,black
1483,44500,ford,f-150,2019,clean vehicle,17484,gray
1484,15600,ford,escape,2019,clean vehicle,37106,blue
1485,23100,ford,f-150,2019,clean vehicle,9539,white
1486,37000,ford,f-150,2019,clean vehicle,2384,gray
1487,14500,ford,fusion,2019,clean vehicle,20590,gray
1488,23000,ford,f-150,2019,clean vehicle,13896,white
1489,26500,ford,f-150,2019,clean vehicle,9451,gray
1490,18000,ford,fusion,2017,clean vehicle,31657,red
1491,35700,ford,expedition,2019,clean vehicle,33907,brown
1492,31000,ford,f-150,2019,clean vehicle,10028,black
1493,2000,ford,door,2013,clean vehicle,175640,no_color
1494,40400,ford,max,2019,clean vehicle,30770,white
1495,43600,ford,f-150,2019,clean vehicle,15141,black
1496,22600,ford,f-150,2019,clean vehicle,18431,white
1497,26000,ford,f-150,2019,clean vehicle,9604,white
